name,id,productCode,subcategory,osp,mrp,ratings,size,color,vendor,brand,model,metadata,time
"Lifelong Falcon with Disc Brake and Suspension Cycle I Ideal For: Adults (Above 12 years)I Frame size: 18"" | Ideal Height:5 ft 4 inch+ IUnisex Lifelong Cycle| 85% assembled (Black, Easy Self-Assembly)",B096HGJK7W,B096HGJK7W_-2728333124508997523_1684397190105365300_11,cycle,"8,543","₹12,999",3.9 out of 5 stars,,,amazon,Lifelong,,"{'Bike Type': 'BMX Bike', 'Age Range': 'Adult', 'Brand': 'Lifelong', 'Number of Speeds': '1', 'Colour': 'Matte Black', 'Wheel Size': '27.5 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight', 'Included Components': '85% Assembled Cycle, Toolkit', 'Size': 'M', 'Brake type': 'Disc', 'Usage': 'Road', 'Item Weight': '18 kg', 'Style': '27.5 inches', 'Model Name': 'Falcon', 'Model Year': '2021', 'Assembly Required': 'Yes', 'Frame material': 'Alloy Steel', 'Frame Size': '18 Inches', 'Material Type': 'Steel', 'Number of Items': '1', 'Features': 'Lightweight', 'Speed rating': 'Single Speed', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd, Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Country of Origin': 'India', 'ASIN': 'B096HGJK7W', 'Date First Available': '2 June 2021', 'Packer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Item Dimensions LxWxH': '140 x 18 x 71.5 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Freeride Bike'}",1684397190105365300
Viva Muscle VB-9561 26x4.0 21-Speed Dual Disc Fat Bike for Boys & Girls,B09B2948T2,B09B2948T2_-2728333124508997523_1684397190105365300_12,cycle,0,0,3.1 out of 5 stars,,Grey-Orange,amazon,Viva,,"{'Bike Type': 'Mountain Bike, Fat Bike', 'Age Range': 'Youth', 'Brand': 'Viva', 'Number of Speeds': '7', 'Colour': 'Grey-Orange', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight', 'Included Components': '1 pair of Paddles,1pc Seat Pillar,1pc Saddle,1set Reflector,1pc Side Stand,1pc Disc Flange with Bolt', 'Size': '26', 'Brake type': 'Disc', 'Item Weight': '22 kg 500 g', 'Style': 'Modern', 'Model Name': 'Muscle', 'Wheel Material': 'Alloy Steel', 'Model Year': '2021', 'Frame material': 'Alloy Steel', 'Frame Size': '18 Inches', 'Material Type': 'Steel', 'Features': 'Lightweight', 'Speed rating': '21 Speed', 'Manufacturer': 'Soccer International Private Limited, Soccer International Private Limited,Plot-386,Leather Complex,Kapurthala Road,Jalandhar,Punjab,India-144021,Contact : 0181-5088870', 'ASIN': 'B09B2948T2', 'Date First Available': '22 July 2021', 'Packer': 'Soccer International Private Limited', 'Importer': 'Soccer International Private Limited', 'Item Dimensions LxWxH': '190.5 x 45.7 x 91.4 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Fat Bicycle'}",1684397190105365300
Viva Muscle VB-9561 26x4.0 21-Speed Dual Disc Fat Bike for Boys & Girls,B09B29JJVM,B09B29JJVM_-2728333124508997523_1684397190105365300_13,cycle,"18,261","₹23,000",3.1 out of 5 stars,,Blue-Green,amazon,Viva,,"{'Bike Type': 'Mountain Bike, Fat Bike', 'Age Range': 'Adult', 'Brand': 'Viva', 'Number of Speeds': '7', 'Colour': 'Blue-Green', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight', 'Included Components': '1 pair of Paddles,1pc Seat Pillar,1pc Saddle,1set Reflector,1pc Side Stand,1pc Disc Flange with Bolt', 'Size': '26', 'Brake type': 'Disc', 'Item Weight': '22 kg 500 g', 'Style': 'Modern', 'Model Name': 'Muscle', 'Wheel Material': 'Alloy Steel', 'Model Year': '2021', 'Frame material': 'Alloy Steel', 'Frame Size': '18 Inches', 'Material Type': 'Steel', 'Features': 'Lightweight', 'Speed rating': '21 Speed', 'Manufacturer': 'Soccer International Private Limited, Soccer International Private Limited,Plot-386,Leather Complex,Kapurthala Road,Jalandhar,Punjab,India-144021,Contact : 0181-5088870', 'Country of Origin': 'China', 'ASIN': 'B09B29JJVM', 'Date First Available': '22 July 2021', 'Packer': 'Soccer International Private Limited', 'Importer': 'Soccer International Private Limited', 'Item Dimensions LxWxH': '190.5 x 45.7 x 91.4 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Fat Bicycle'}",1684397190105365300
"Urban Terrain UT5000 Bolt Series, Steel MTB 26 Mountain Cycle - Disc Brake with Free Cycling Events and cultsport App Tracking (16.5 Inches Frame, Ideal for Unisex Adults)",B09FGL397R,B09FGL397R_-2728333124508997523_1684397190105365300_14,cycle,"8,699","₹18,000",4.2 out of 5 stars,,Green,amazon,Urban Terrain,UT5000S26,"{'Bike Type': 'Mountain Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Urban Terrain', 'Number of Speeds': '1', 'Colour': 'Green', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Front', 'Special Feature': 'Lightweight', 'Included Components': 'Tool Kit', 'Size': '26', 'Brake Style': 'Disc', 'Specific Uses For Product': 'Road', 'Item Weight': '16 kg', 'Style': 'Mountain Cycle', 'Model Name': 'UT5000S26', 'Model Year': '2021', 'Department': 'Unisex-Adult', 'Manufacturer': 'Shoora Retail 93/8-9, HARE KRISHNA WAREHOUSE, BINOLA, BHORAKALAN, Gurgaon, Haryana, 122413, Shoora Retail 93/8-9, HARE KRISHNA WAREHOUSE, BINOLA, BHORAKALAN, Gurgaon, Haryana, 122413', 'Country of Origin': 'India', 'Item model number': 'UT5000S26', 'ASIN': 'B09FGL397R', 'Packer': 'Shoora Retail 93/8-9, HARE KRISHNA WAREHOUSE, BINOLA, BHORAKALAN, Gurgaon, Haryana, 122413', 'Item Dimensions LxWxH': '175.3 x 62.2 x 105.4 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'UT5000S26'}",1684397190105365300
Leader Platinum 27.5T 21 Speed Alloy MTB Cycle | Free Pan India Installation| Dual Disc Brake and Front Suspension Ideal for 12+ Years | Frame: 19 Inches,B09KGGP5LF,B09KGGP5LF_-2728333124508997523_1684397190105365300_16,cycle,"15,660","₹38,116",3.8 out of 5 stars,,,amazon,Leader,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Leader', 'Number of Speeds': '1', 'Colour': 'BLACK', 'Wheel Size': '27.5 Inches', 'Frame Material': 'Alloy', 'Suspension': 'Front', 'Special Feature': 'Lightweight', 'Included Components': 'Front Reflectors/Rear Reflectors, Allen Key, Spanner and Instruction Manual, Side Stand,', 'Size': '12-15 Years, 16-18 Years, 19+ Years', 'Brake type': 'Disc', 'Item Weight': '20 kg', 'Theme': 'Sport, Cycling', 'Style': 'Urban', 'Model Name': 'Leader Platinum 27.5T 21 Speed Alloy MTB Cycle | Free Pan India Installation| Dual Disc Brake and Front Suspension Ideal for 12+ Years', 'Wheel Material': 'Alloy Steel', 'Model Year': '2021', 'Assembly Required': 'Yes', 'Frame material': 'Alloy', 'Frame Size': '19 Inches', 'Material Type': 'Aluminum Alloy', 'Number of Items': '1', 'Features': 'Lightweight', 'Manufacturer': 'JINDAL FINE INDUSTRIES, Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014', 'Country of Origin': 'India', 'ASIN': 'B09KGGP5LF', 'Date First Available': '24 October 2021', 'Packer': 'Jindal Fine Industries, Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014 _ Customer Care : 08929207404', 'Importer': 'Jindal Fine Industries, Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014 Customer Care 08929207404', 'Item Dimensions LxWxH': '151 x 24 x 77 Centimeters', 'Net Quantity': '1 Piece', 'Generic Name': 'Mountain Bike'}",1684397190105365300
Leader Hike Pro 27.5T 21 Speed MTB Cycle | Free Pan India Installation| Dual Disc Brake and Front Suspension Ideal for 12+ Years,B09KGMGV91,B09KGMGV91_-2728333124508997523_1684397190105365300_17,cycle,"13,197","₹31,650",3.9 out of 5 stars,,,amazon,Leader,,"{'Bike Type': 'Mountain Bike', 'Age Range': 'Adult', 'Brand': 'Leader', 'Number of Speeds': '1', 'Colour': 'SEA GREEN', 'Wheel Size': '27.5 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Front', 'Special Feature': 'Lightweight', 'Included Components': 'Front Reflectors/Rear Reflectors, Allen Key, Spanner and Instruction Manual, Side Stand,', 'Size': '12-15 Years, 16-18 Years, 19+ Years', 'Brake type': 'Disc', 'Item Weight': '20 kg', 'Theme': 'Sport', 'Style': 'Mountain Bike', 'Model Name': 'Leader Hike Pro 27.5T 21 Speed MTB Cycle | Free Pan India Installation| Dual Disc Brake and Front Suspension Ideal for 12+ Years', 'Wheel Material': 'Alloy Steel', 'Model Year': '2021', 'Assembly Required': 'Yes', 'Frame material': 'Alloy Steel', 'Frame Size': '19 Inches', 'Material Type': 'Steel', 'Number of Items': '1', 'Features': 'Lightweight', 'Manufacturer': 'JINDAL FINE INDUSTRIES, Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014', 'Country of Origin': 'India', 'ASIN': 'B09KGMGV91', 'Date First Available': '24 October 2021', 'Packer': 'Jindal Fine Industries, Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014 Customer Care 08929207404', 'Importer': 'Jindal Fine Industries, Campa Cola Rd, Industrial Area C, Dhandari Kalan, Ludhiana, Punjab 141014 Customer Care 08929207404', 'Item Dimensions LxWxH': '137 x 21 x 72 Centimeters', 'Net Quantity': '1 Piece', 'Generic Name': 'Mountain Bike'}",1684397190105365300
"Urban Terrain UT7002S26 Rio City Bike with Complete Accessories, Free Cycling Event & Ride Tracking App by Cultsport (18 Inches Frame, Ideal for Unisex, Yellow Black)",B09Q6FXYRC,B09Q6FXYRC_-2728333124508997523_1684397190105365300_18,cycle,"4,999","₹12,000",4.2 out of 5 stars,,,amazon,Urban Terrain,UT7002S26,"{'Bike Type': 'City Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Urban Terrain', 'Number of Speeds': '1', 'Colour': 'Yellow, Black', 'Wheel Size': '26 Inches', 'Frame Material': 'Carbon steel', 'Suspension Type': 'Rigid', 'Special Feature': 'Lightweight', 'Included Components': 'User Manual, Warranty Card, Bicycle, ToolKit', 'Size': '26', 'Brake Style': 'Linear Pull', 'Item Weight': '14 kg 800 g', 'Style': 'Modern', 'Model Name': 'UT7002S26', 'Model Year': '2022', 'Assembly Required': 'Yes', 'Department': 'Unisex-Youth', 'Manufacturer': 'Shoora Retail, Shoora Retail, Shoora Retail 93/8-9, HARE KRISHNA WAREHOUSE, BINOLA, BHORAKALAN, Gurgaon, Haryana, 122413', 'Country of Origin': 'India', 'Item model number': 'UT7002S26', 'ASIN': 'B09Q6FXYRC', 'Packer': 'Shoora Retail, Shoora Retail 93/8-9, HARE KRISHNA WAREHOUSE, BINOLA, BHORAKALAN, Gurgaon, Haryana, 122413', 'Importer': 'Shoora Retail, Shoora Retail 93/8-9, HARE KRISHNA WAREHOUSE, BINOLA, BHORAKALAN, Gurgaon, Haryana, 122413', 'Item Dimensions LxWxH': '175.2 x 62.2 x 105.4 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'City Bike'}",1684397190105365300
"NINETY ONE Limited Edition - Madrid 27.5T 21 Speed Shimano ACERA Gears Alloy Bike with Dual Disc Brake Hybrid Bike (White and Yellow, 12+ Years, 27.5 x 2.1, 18.5 Inches Frame) for Men",B09S3MDB39,B09S3MDB39_-2728333124508997523_1684397190105365300_19,cycle,0,0,4.0 out of 5 stars,,,amazon,NINETY ONE,,"{'Bike Type': 'City Bike, Mountain Bike', 'Age Range': 'Adult', 'Brand': 'NINETY ONE', 'Number of Speeds': '21', 'Colour': 'White and Yellow', 'Wheel Size': '27.5 Inches', 'Frame Material': 'Aluminum', 'Suspension': 'Front', 'Special Feature': 'Lock & Lock out Suspension, Lightweight, Aluminium Alloy 6061 with water Decals, Shimano Equipped', 'Included Components': 'Tool Kit (Allen Key & Multi Spanner)', 'Size': 'M', 'Brake type': 'Disc', 'Item Weight': '15 kg 400 g', 'Style': 'Modern', 'Model Name': 'Madrid', 'Frame material': 'Aluminum', 'Frame Size': '18.5 Inches', 'Material Type': 'Aluminium', 'Number of Items': '1', 'Features': 'Lock & Lock out Suspension, Lightweight, Aluminium Alloy 6061 with water Decals, Shimano Equipped', 'Manufacturer': 'AlphaVector India PVT. LTD, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Helpline No : +91 87798 96970. E-Mail: bikes@outdoors91.com', 'ASIN': 'B09S3MDB39', 'Date First Available': '9 February 2022', 'Packer': 'AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Helpline No : +91 87798 96970. E-Mail: bikes@outdoors91.com', 'Item Dimensions LxWxH': '147 x 20 x 74 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Bicycle'}",1684397190105365300
"VECTOR 91 Athens 26T 21 Speed Hybrid Bike, 18.5 Inch Frame, Ideal for Men (Black, Grey)",B09VPLF2WF,B09VPLF2WF_-2728333124508997523_1684397190105365300_20,cycle,"6,499","₹12,999",3.7 out of 5 stars,,,amazon,VECTOR 91,,"{'Bike Type': 'Hybrid Bike, Commuting Bike', 'Age Range': 'Adult', 'Brand': 'VECTOR 91', 'Number of Speeds': '21', 'Colour': 'Black & Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Rigid', 'Special Feature': 'Lightweight', 'Included Components': 'Kickstand, Mudguard, 1 Unit of Cycle & Toolkit ( Multi Spanner)', 'Size': '26T', 'Brake type': 'Front & Rear V Brakes', 'Usage': 'Road', 'Item Weight': '16 kg 500 g', 'Style': 'Mountain Bike', 'Model Name': 'Vector 91 Athens 26T 21 Speed Black Grey Cycle', 'Wheel Material': 'Alloy Steel', 'Model Year': '2022', 'Frame material': 'Alloy Steel', 'Frame Size': '18.5 Inches', 'Handle Type': 'Riser Bar', 'Material Type': 'Steel', 'Number of Items': '1', 'Features': 'Lightweight', 'Manufacturer': 'Vector 91, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Country of Origin': 'India', 'ASIN': 'B09VPLF2WF', 'Date First Available': '16 March 2022', 'Packer': 'AlphaVector India PVT. LTD, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Helpline No : +91 87798 96970. E-Mail: cares@outdoors91.com, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Importer': 'AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Item Dimensions LxWxH': '135 x 20.5 x 71 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Bicycle'}",1684397190105365300
"VECTOR 91 Athens 26T 21 Speed Hybrid Bike, 18.5 Inch Frame, Ideal for Men (Black, Grey)",B09VPLF2WF,B09VPLF2WF_-2728333124508997523_1684397190105365300_21,cycle,"6,499","₹12,999",3.7 out of 5 stars,,,amazon,VECTOR 91,,"{'Bike Type': 'Hybrid Bike, Commuting Bike', 'Age Range': 'Adult', 'Brand': 'VECTOR 91', 'Number of Speeds': '21', 'Colour': 'Black & Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Rigid', 'Special Feature': 'Lightweight', 'Included Components': 'Kickstand, Mudguard, 1 Unit of Cycle & Toolkit ( Multi Spanner)', 'Size': '26T', 'Brake type': 'Front & Rear V Brakes', 'Usage': 'Road', 'Item Weight': '16 kg 500 g', 'Style': 'Mountain Bike', 'Model Name': 'Vector 91 Athens 26T 21 Speed Black Grey Cycle', 'Wheel Material': 'Alloy Steel', 'Model Year': '2022', 'Frame material': 'Alloy Steel', 'Frame Size': '18.5 Inches', 'Handle Type': 'Riser Bar', 'Material Type': 'Steel', 'Number of Items': '1', 'Features': 'Lightweight', 'Manufacturer': 'Vector 91, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Country of Origin': 'India', 'ASIN': 'B09VPLF2WF', 'Date First Available': '16 March 2022', 'Packer': 'AlphaVector India PVT. LTD, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Helpline No : +91 87798 96970. E-Mail: cares@outdoors91.com, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Importer': 'AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Item Dimensions LxWxH': '135 x 20.5 x 71 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Bicycle'}",1684397190105365300
"VECTOR 91 Athens 26T 21 Speed Hybrid Bike, 18.5 Inch Frame, Ideal for Men (Black, Grey)",B09VPLF2WF,B09VPLF2WF_-2728333124508997523_1684397190105365300_22,cycle,"6,499","₹12,999",3.7 out of 5 stars,,,amazon,VECTOR 91,,"{'Bike Type': 'Hybrid Bike, Commuting Bike', 'Age Range': 'Adult', 'Brand': 'VECTOR 91', 'Number of Speeds': '21', 'Colour': 'Black & Grey', 'Wheel Size': '26 Inches', 'Frame Material': 'Alloy Steel', 'Suspension': 'Rigid', 'Special Feature': 'Lightweight', 'Included Components': 'Kickstand, Mudguard, 1 Unit of Cycle & Toolkit ( Multi Spanner)', 'Size': '26T', 'Brake type': 'Front & Rear V Brakes', 'Usage': 'Road', 'Item Weight': '16 kg 500 g', 'Style': 'Mountain Bike', 'Model Name': 'Vector 91 Athens 26T 21 Speed Black Grey Cycle', 'Wheel Material': 'Alloy Steel', 'Model Year': '2022', 'Frame material': 'Alloy Steel', 'Frame Size': '18.5 Inches', 'Handle Type': 'Riser Bar', 'Material Type': 'Steel', 'Number of Items': '1', 'Features': 'Lightweight', 'Manufacturer': 'Vector 91, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Country of Origin': 'India', 'ASIN': 'B09VPLF2WF', 'Date First Available': '16 March 2022', 'Packer': 'AlphaVector India PVT. LTD, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Helpline No : +91 87798 96970. E-Mail: cares@outdoors91.com, AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Importer': 'AlphaVector India PVT. LTD, 3rd FLOOR, 7, SWASTIK SUPER MARKET, ASHRAM ROAD, Ahmedabad, Gujarat - 380009. Customer Care No. :+919316934146, Mail us: cares@outdoors91.com', 'Item Dimensions LxWxH': '135 x 20.5 x 71 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Bicycle'}",1684397190105365300
"Lifelong Conqueror Freeride Shimano Gear Cycle,26T Steel MTB Unisex Cycle with 21 Speed|Dual Disc Brake|Frame Size: 18""|85% Assembled|Pan India Installation(Ideal for Unisex Adults)",B09XF3SQ4M,B09XF3SQ4M_-2728333124508997523_1684397190105365300_23,cycle,"10,999","₹18,499",4.2 out of 5 stars,,,amazon,Lifelong,LLBC2692,"{'Bike Type': 'Freeride Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Lifelong', 'Number of Speeds': '21', 'Colour': 'Black', 'Wheel Size': '18 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Front', 'Special Feature': 'Lightweight', 'Included Components': '1 N 85% Assembled Cycle, 1 N Toolkit', 'Size': 'M', 'Brake Style': 'Disc', 'Item Weight': '19 kg 800 g', 'Style': '26 Inches Shimano Gear', 'Model Name': 'Conqueror GX21 26T with Dual Disc, 21 Speed', 'Department': 'Unisex-Youth', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd, Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Country of Origin': 'India', 'Item model number': 'LLBC2692', 'ASIN': 'B09XF3SQ4M', 'Packer': 'Lifelong Online Retail Pvt Ltd, www.lifelongindiaonline.com/contact-us Tel: +91 9711558877', 'Item Dimensions LxWxH': '141 x 20 x 68 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Freeride Bike'}",1684397190105365300
"CULTSPORT Hemis, Steel MTB 29'' Mountain Cycle with 21 Shimano Gear, PAN India Installation, Free Diet & Fitness Plan 3 Months Live Pass",B0B1N4RC8R,B0B1N4RC8R_-2728333124508997523_1684397190105365300_24,cycle,0,0,4.2 out of 5 stars,,,amazon,CULTSPORT,,"{'Bike Type': 'Mountain Bike', 'Age Range (Description)': 'Adult', 'Brand': 'CULTSPORT', 'Number of Speeds': '21', 'Colour': 'Black', 'Wheel Size': '29 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Front', 'Special Feature': 'Lightweight', 'Included Components': 'User Manual, 1 Bicycle, Warranty Card', 'Size': '29', 'Brake Style': 'Disc', 'Item Weight': '18 kg 300 g', 'Theme': 'Sport', 'Style': 'MTB', 'Model Name': 'Hemis', 'Model Year': '2022', 'Warranty Type': 'Limited', 'Assembly Required': 'Yes', 'Department': 'Unisex', 'Manufacturer': 'CULTGEAR PVT.LTD., DC GANDHI WAREHOUSE NO - 116, ORAKKADU ROAD, SHOLAVARAM, CHENNAI, THIRUVALLUR, TAMIL NADU 600067', 'ASIN': 'B0B1N4RC8R', 'Packer': 'DC GANDHI WAREHOUSE NO - 116, ORAKKADU ROAD, SHOLAVARAM, CHENNAI, THIRUVALLUR, TAMIL NADU 600067', 'Importer': 'DC GANDHI WAREHOUSE NO - 116, ORAKKADU ROAD, SHOLAVARAM, CHENNAI, THIRUVALLUR, TAMIL NADU 600067', 'Item Dimensions LxWxH': '185 x 72 x 107 Centimeters', 'Net Quantity': '1 Piece', 'Generic Name': 'Hemis'}",1684397190105365300
"CULTSPORT Deo, Alloy MTB 27.5'' Mountain Cycle with 21 Shimano Gear, PAN India Installation, Free Diet & Fitness Plan 3 Months Live Pass (Frame:18 Inch, Ideal for Unisex Adults)",B0B1PTBVZJ,B0B1PTBVZJ_-2728333124508997523_1684397190105365300_25,cycle,"17,299","₹45,999",4.5 out of 5 stars,,Green,amazon,CULTSPORT,,"{'Bike Type': 'Mountain Bike', 'Age Range (Description)': 'Adult', 'Brand': 'CULTSPORT', 'Number of Speeds': '21', 'Colour': 'Green', 'Wheel Size': '27.5 Inches', 'Frame Material': 'Aluminum', 'Suspension Type': 'Front', 'Special Feature': 'Lightweight', 'Included Components': 'User Manual, 1 Bicycle, Warranty card', 'Size': '27.5', 'Brake Style': 'Disc', 'Item Weight': '16 kg 200 g', 'Theme': 'Sport', 'Style': 'All Mountain', 'Model Name': 'Deo', 'Model Year': '2022', 'Warranty Type': 'Limited', 'Assembly Required': 'Yes', 'Department': 'Unisex', 'Manufacturer': 'CULTGEAR PVT.LTD., DC GANDHI WAREHOUSE NO - 116, ORAKKADU ROAD, SHOLAVARAM, CHENNAI, THIRUVALLUR, TAMIL NADU 600067', 'Country of Origin': 'Sri Lanka', 'ASIN': 'B0B1PTBVZJ', 'Packer': 'DC GANDHI WAREHOUSE NO - 116, ORAKKADU ROAD, SHOLAVARAM, CHENNAI, THIRUVALLUR, TAMIL NADU 600067', 'Importer': 'DC GANDHI WAREHOUSE NO - 116, ORAKKADU ROAD, SHOLAVARAM, CHENNAI, THIRUVALLUR, TAMIL NADU 600067', 'Item Dimensions LxWxH': '178 x 68 x 104 Centimeters', 'Net Quantity': '1 Piece', 'Generic Name': 'Deo'}",1684397190105365300
"Urban Terrain Mutant 29"" Green, Steel Mountain Cycle with 21 Shimano Gear with Mudguard Accessories, Cycling Event, Diet Plan & Ride Tracking App by cultsport (17 Inches Frame, Ideal for Unisex)",B0BMXBQBJ6,B0BMXBQBJ6_-2728333124508997523_1684397190105365300_26,cycle,"11,499","₹22,000",4.3 out of 5 stars,,,amazon,Urban Terrain,,"{'Bike Type': 'Mountain Bike', 'Age Range (Description)': 'Adult', 'Brand': 'Urban Terrain', 'Number of Speeds': '3', 'Colour': 'Green, Black', 'Wheel Size': '29 Inches', 'Frame Material': 'Alloy Steel', 'Suspension Type': 'Front', 'Special Feature': 'Lightweight', 'Included Components': 'Mudguard, Bicycle, Tool Kit, User Manual, Warranty Card, Air Pump, Accessories', 'Size': '29 Inches', 'Brake Style': 'Disc', 'Item Weight': '19 kg 200 g', 'Style': 'Mutant29Green', 'Model Name': 'Mutant29Green', 'Department': 'Unisex-Adult', 'Manufacturer': 'CULTGEAR PVT. LTD., CULTGEAR PVT.LTD.,SITE- C, G-02 SURAJPUR INDUSTRIAL AREA GREATER NOIDA GAUTAM BUDHHA NAGAR UP – 201301', 'Country of Origin': 'India', 'ASIN': 'B0BMXBQBJ6', 'Packer': 'CULTGEAR PVT.LTD.,SITE- C, G-02 SURAJPUR INDUSTRIAL AREA GREATER NOIDA GAUTAM BUDHHA NAGAR UP – 201301', 'Importer': 'CULTGEAR PVT.LTD.,SITE- C, G-02 SURAJPUR INDUSTRIAL AREA GREATER NOIDA GAUTAM BUDHHA NAGAR UP – 201301', 'Item Dimensions LxWxH': '190 x 65 x 104 Centimeters', 'Net Quantity': '1 Piece', 'Generic Name': 'Remove All The Values'}",1684397190105365300
